,name,pos,type,connection,voltage,connection_length
0,mv bus,"(0.49266666667652, 0.0)",first_bus,,lv,
1,busbar,"(0.49266666667652, 0.29555555555555557)",bus,,lv,
2,bus 2,"(0.0, 0.5911111111111111)",bus,,lv,
3,bus 3,"(0.0, 0.8866666666666667)",bus,,lv,
4,bus 4,"(0.44339999999999996, 0.5911111111111111)",bus,,lv,
5,bus 5,"(0.2956, 0.8866666666666667)",bus,,lv,
6,bus 6,"(0.1478, 1.1822222222222223)",bus,,lv,
7,bus 7,"(0.0, 1.4777777777777779)",bus,,lv,
8,bus 8,"(0.5912, 0.8866666666666667)",bus,,lv,
9,bus 9,"(0.44339999999999996, 1.1822222222222223)",bus,,lv,
10,bus 10,"(0.2956, 1.4777777777777779)",bus,,lv,
11,bus 11,"(0.0, 1.7733333333333334)",bus,,lv,
12,bus 12,"(1.0346, 0.5911111111111111)",bus,,lv,
13,bus 13,"(0.8867999999999999, 0.8866666666666667)",bus,,lv,
14,bus 14,"(0.7389999999999999, 1.1822222222222223)",bus,,lv,
15,bus 15,"(0.5912, 1.4777777777777779)",bus,,lv,
16,bus 16,"(0.44339999999999996, 1.7733333333333334)",bus,,lv,
17,bus 17,"(0.2956, 2.068888888888889)",bus,,lv,
18,bus 18,"(0.1478, 2.3644444444444446)",bus,,lv,
19,bus 19,"(1.1824, 0.8866666666666667)",bus,,lv,
20,bus 20,"(1.0346, 1.1822222222222223)",bus,,lv,
21,bus 21,"(0.8867999999999999, 1.4777777777777779)",bus,,lv,
22,bus 22,"(0.7389999999999999, 1.7733333333333334)",bus,,lv,
23,bus 23,"(0.5912, 2.068888888888889)",bus,,lv,
24,bus 24,"(0.44339999999999996, 2.3644444444444446)",bus,,lv,
25,bus 25,"(0.1478, 2.66)",bus,,lv,
26,line0,,line,"('busbar', 'bus 2')",lv,0.26
27,line1,,line,"('bus 2', 'bus 3')",lv,0.029
28,line2,,line,"('busbar', 'bus 4')",lv,0.133
29,line3,,line,"('bus 4', 'bus 5')",lv,0.133
30,line4,,line,"('bus 5', 'bus 6')",lv,0.133
31,line5,,line,"('bus 6', 'bus 7')",lv,0.133
32,line6,,line,"('bus 4', 'bus 8')",lv,0.029
33,line7,,line,"('bus 5', 'bus 9')",lv,0.029
34,line8,,line,"('bus 6', 'bus 10')",lv,0.029
35,line9,,line,"('bus 7', 'bus 11')",lv,0.029
36,line10,,line,"('busbar', 'bus 12')",lv,0.068
37,line11,,line,"('bus 12', 'bus 13')",lv,0.068
38,line12,,line,"('bus 13', 'bus 14')",lv,0.068
39,line13,,line,"('bus 14', 'bus 15')",lv,0.068
40,line14,,line,"('bus 15', 'bus 16')",lv,0.068
41,line15,,line,"('bus 16', 'bus 17')",lv,0.068
42,line16,,line,"('bus 17', 'bus 18')",lv,0.068
43,line17,,line,"('bus 12', 'bus 19')",lv,0.029
44,line18,,line,"('bus 13', 'bus 20')",lv,0.029
45,line19,,line,"('bus 14', 'bus 21')",lv,0.029
46,line20,,line,"('bus 15', 'bus 22')",lv,0.029
47,line21,,line,"('bus 16', 'bus 23')",lv,0.029
48,line22,,line,"('bus 17', 'bus 24')",lv,0.029
49,line23,,line,"('bus 18', 'bus 25')",lv,0.029
50,trafo0,"(0.49266666667652, 0.14777777777777779)",trafo,"('mv bus', 'busbar')",lv,
51,load0,"(-0.01324505609277827, 0.9130932080426992)",load,bus 3,lv,
52,load1,"(0.62076, 0.8866666666666667)",load,bus 8,lv,
53,load2,"(0.4301549439072217, 1.2086487635982548)",load,bus 9,lv,
54,load3,"(0.2823549439072217, 1.5042043191538104)",load,bus 10,lv,
55,load4,"(-0.01324505609277827, 1.799759874709366)",load,bus 11,lv,
56,load5,"(1.21196, 0.8866666666666667)",load,bus 19,lv,
57,load6,"(1.06416, 1.1822222222222223)",load,bus 20,lv,
58,load7,"(0.91636, 1.4777777777777779)",load,bus 21,lv,
59,load8,"(0.7685599999999999, 1.7733333333333334)",load,bus 22,lv,
60,load9,"(0.62076, 2.068888888888889)",load,bus 23,lv,
61,load10,"(0.4257095203586497, 2.3407623725321525)",load,bus 24,lv,
62,load11,"(0.17736, 2.66)",load,bus 25,lv,
63,load12,"(-0.01324505609277827, 1.5042043191538104)",load,bus 7,lv,
64,load13,"(0.91636, 0.8866666666666667)",load,bus 13,lv,
65,gen0,"(0.5779549439072217, 0.9130932080426992)",gen,bus 8,lv,
66,gen1,"(0.4257095203586497, 1.1585401503099302)",gen,bus 9,lv,
67,gen2,"(-0.017690479641350284, 1.7496512614210413)",gen,bus 11,lv,
68,gen3,"(0.7257549439072216, 1.799759874709366)",gen,bus 22,lv,
69,gen4,"(0.5735095203586497, 2.045206816976597)",gen,bus 23,lv,
