,name,pos,type,connection,voltage,connection_length
0,MV1.101 Bus 8,"(0.2778846153840458, 7.94263803680931)",first_bus,,lv,
1,LV2.101 Bus 23,"(2.6676923076927634, 5.043865030677171)",bus,,lv,
2,LV2.101 Bus 53,"(2.8344230769231906, 0.17392638036974084)",bus,,lv,
3,LV2.101 Bus 41,"(1.0003846153845395, 5.623619631902775)",bus,,lv,
4,LV2.101 Bus 13,"(2.6121153846159544, 5.565644171778155)",bus,,lv,
5,LV2.101 Bus 99,"(1.0003846153845395, 7.0730061349688444)",bus,,lv,
6,LV2.101 Bus 14,"(2.6121153846159544, 6.087423312883258)",bus,,lv,
7,LV2.101 Bus 81,"(2.6121153846159544, 7.710736196319068)",bus,,lv,
8,LV2.101 Bus 15,"(1.0003846153845395, 6.783128834358102)",bus,,lv,
9,LV2.101 Bus 103,"(0.0, 5.449693251533035)",bus,,lv,
10,LV2.101 Bus 69,"(0.0, 6.493251533743241)",bus,,lv,
11,LV2.101 Bus 27,"(2.6121153846159544, 4.000306748466965)",bus,,lv,
12,LV2.101 Bus 93,"(2.6676923076927634, 5.797546012272516)",bus,,lv,
13,LV2.101 Bus 16,"(0.2778846153840458, 9.102147239264637)",bus,,lv,
14,LV2.101 Bus 94,"(2.6676923076927634, 3.0147239263813788)",bus,,lv,
15,LV2.101 Bus 79,"(1.778461538461842, 5.391717791412534)",bus,,lv,
16,LV2.101 Bus 38,"(0.4446153846154605, 6.493251533743241)",bus,,lv,
17,LV2.101 Bus 97,"(1.0003846153845395, 7.362883435583706)",bus,,lv,
18,LV2.101 Bus 58,"(2.6121153846159544, 6.3193251533735)",bus,,lv,
19,LV2.101 Bus 72,"(0.2778846153840458, 7.652760736198568)",bus,,lv,
20,LV2.101 Bus 82,"(1.778461538461842, 7.420858895704207)",bus,,lv,
21,LV2.101 Bus 21,"(2.6121153846159544, 2.7248466257665176)",bus,,lv,
22,LV2.101 Bus 101,"(1.0003846153845395, 6.20337423312838)",bus,,lv,
23,LV2.101 Bus 22,"(0.22230769230723668, 7.0730061349688444)",bus,,lv,
24,LV2.101 Bus 37,"(1.0003846153845395, 5.913496932517638)",bus,,lv,
25,LV2.101 Bus 61,"(2.8344230769231906, 0.8696319018404655)",bus,,lv,
26,LV2.101 Bus 90,"(0.0, 5.9714723926381374)",bus,,lv,
27,LV2.101 Bus 33,"(1.8340384615386514, 4.8699386503074304)",bus,,lv,
28,LV2.101 Bus 88,"(2.6121153846159544, 5.275766871167413)",bus,,lv,
29,LV2.101 Bus 102,"(2.6121153846159544, 4.522085889572068)",bus,,lv,
30,LV2.101 Bus 2,"(2.6121153846159544, 2.4929447852762756)",bus,,lv,
31,LV2.101 Bus 57,"(2.6121153846159544, 2.261042944786034)",bus,,lv,
32,LV2.101 Bus 87,"(1.0003846153845395, 5.391717791412534)",bus,,lv,
33,LV2.101 Bus 36,"(0.4446153846154605, 6.783128834358102)",bus,,lv,
34,LV2.101 Bus 56,"(2.6676923076927634, 3.7684049079767235)",bus,,lv,
35,LV2.101 Bus 55,"(1.0003846153845395, 9.102147239264637)",bus,,lv,
36,LV2.101 Bus 59,"(2.6121153846159544, 7.420858895704207)",bus,,lv,
37,LV2.101 Bus 70,"(2.6121153846159544, 7.1309815950934645)",bus,,lv,
38,LV2.101 Bus 51,"(1.8340384615386514, 7.710736196319068)",bus,,lv,
39,LV2.101 Bus 62,"(1.778461538461842, 6.20337423312838)",bus,,lv,
40,LV2.101 Bus 30,"(2.3898076923077305, 0.6377300613502239)",bus,,lv,
41,LV2.101 Bus 3,"(1.778461538461842, 8.00061349693393)",bus,,lv,
42,LV2.101 Bus 4,"(2.6676923076927634, 6.899079754603223)",bus,,lv,
43,LV2.101 Bus 52,"(2.8344230769231906, 1.5653374233153095)",bus,,lv,
