,name,pos,type,connection,voltage,connection_length
0,LV1.101 Bus 1,"(1.39, 1.1125000000014822)",bus,,lv,
1,LV1.101 Bus 2,"(0.9451999999999605, 1.1125000000014822)",bus,,lv,
2,LV1.101 Bus 3,"(0.0, 0.27812500000135865)",bus,,lv,
3,LV1.101 Bus 4,"(0.667200000000553, 1.446250000000741)",bus,,lv,
4,LV1.101 Bus 5,"(0.4448000000000395, 0.0)",bus,,lv,
5,LV1.101 Bus 6,"(0.4448000000000395, 0.27812500000135865)",bus,,lv,
6,LV1.101 Bus 7,"(0.4448000000000395, 1.1125000000014822)",bus,,lv,
7,LV1.101 Bus 8,"(0.0, 1.1125000000014822)",bus,,lv,
8,LV1.101 Bus 9,"(0.9451999999999605, 0.8343750000001235)",bus,,lv,
9,LV1.101 Bus 10,"(0.0, 0.5562499999987649)",bus,,lv,
10,LV1.101 Bus 11,"(0.0, 0.8343750000001235)",bus,,lv,
11,LV1.101 Bus 12,"(0.4448000000000395, 0.8900000000019762)",bus,,lv,
12,LV1.101 Bus 13,"(1.0007999999998418, 0.5562499999987649)",bus,,lv,
13,LV1.101 Bus 14,"(0.4448000000000395, 0.5562499999987649)",bus,,lv,
14,MV1.101 Bus 4,"(0.7228000000004345, 1.78)",first_bus,,lv,
15,MV1.101-LV1.101-Trafo 1,"(0.6950000000004938, 1.6131250000003705)",trafo,LV1.101 Bus 4,lv,
16,LV1.101 Switch 1,"(1.0286000000002764, 1.2793750000011115)",switch,"('LV1.101 Bus 4', 'LV1.101 Bus 1')",lv,
17,LV1.101 Switch 2,"(0.9451999999999605, 0.9734375000008029)",switch,"('LV1.101 Bus 9', 'LV1.101 Bus 2')",lv,
18,LV1.101 Switch 3,"(0.8062000000002567, 1.2793750000011115)",switch,"('LV1.101 Bus 2', 'LV1.101 Bus 4')",lv,
19,LV1.101 Switch 4,"(0.0, 0.4171875000000618)",switch,"('LV1.101 Bus 10', 'LV1.101 Bus 3')",lv,
20,LV1.101 Switch 5,"(0.5560000000002963, 1.2793750000011115)",switch,"('LV1.101 Bus 7', 'LV1.101 Bus 4')",lv,
21,LV1.101 Switch 6,"(0.3336000000002765, 1.2793750000011115)",switch,"('LV1.101 Bus 4', 'LV1.101 Bus 8')",lv,
22,LV1.101 Switch 7,"(1.0286000000002764, 1.2793750000011115)",switch,"('LV1.101 Bus 4', 'LV1.101 Bus 1')",lv,
23,LV1.101 Switch 8,"(0.8062000000002567, 1.2793750000011115)",switch,"('LV1.101 Bus 2', 'LV1.101 Bus 4')",lv,
24,LV1.101 Switch 9,"(0.6811000000005234, 1.5296875000005556)",switch,"('LV1.101 Bus 4', 'MV1.101-LV1.101-Trafo 1')",lv,
25,LV1.101 Switch 10,"(0.4448000000000395, 0.13906250000067932)",switch,"('LV1.101 Bus 5', 'LV1.101 Bus 6')",lv,
26,LV1.101 Switch 12,"(0.4448000000000395, 0.4171875000000618)",switch,"('LV1.101 Bus 6', 'LV1.101 Bus 14')",lv,
27,LV1.101 Switch 13,"(0.4448000000000395, 0.13906250000067932)",switch,"('LV1.101 Bus 5', 'LV1.101 Bus 6')",lv,
28,LV1.101 Switch 14,"(0.5560000000002963, 1.2793750000011115)",switch,"('LV1.101 Bus 7', 'LV1.101 Bus 4')",lv,
29,LV1.101 Switch 15,"(0.4448000000000395, 1.0012500000017293)",switch,"('LV1.101 Bus 12', 'LV1.101 Bus 7')",lv,
30,LV1.101 Switch 16,"(0.0, 0.9734375000008029)",switch,"('LV1.101 Bus 8', 'LV1.101 Bus 11')",lv,
31,LV1.101 Switch 17,"(0.3336000000002765, 1.2793750000011115)",switch,"('LV1.101 Bus 4', 'LV1.101 Bus 8')",lv,
32,LV1.101 Switch 18,"(0.9451999999999605, 0.9734375000008029)",switch,"('LV1.101 Bus 9', 'LV1.101 Bus 2')",lv,
33,LV1.101 Switch 19,"(0.9729999999999012, 0.6953124999994442)",switch,"('LV1.101 Bus 13', 'LV1.101 Bus 9')",lv,
34,LV1.101 Switch 20,"(0.0, 0.4171875000000618)",switch,"('LV1.101 Bus 10', 'LV1.101 Bus 3')",lv,
35,LV1.101 Switch 21,"(0.0, 0.6953124999994442)",switch,"('LV1.101 Bus 11', 'LV1.101 Bus 10')",lv,
36,LV1.101 Switch 22,"(0.0, 0.9734375000008029)",switch,"('LV1.101 Bus 8', 'LV1.101 Bus 11')",lv,
37,LV1.101 Switch 23,"(0.0, 0.6953124999994442)",switch,"('LV1.101 Bus 11', 'LV1.101 Bus 10')",lv,
38,LV1.101 Switch 24,"(0.4448000000000395, 0.7231250000003706)",switch,"('LV1.101 Bus 14', 'LV1.101 Bus 12')",lv,
39,LV1.101 Switch 25,"(0.4448000000000395, 1.0012500000017293)",switch,"('LV1.101 Bus 12', 'LV1.101 Bus 7')",lv,
40,LV1.101 Switch 26,"(0.9729999999999012, 0.6953124999994442)",switch,"('LV1.101 Bus 13', 'LV1.101 Bus 9')",lv,
41,LV1.101 Switch 27,"(0.4448000000000395, 0.7231250000003706)",switch,"('LV1.101 Bus 14', 'LV1.101 Bus 12')",lv,
42,LV1.101 Switch 28,"(0.4448000000000395, 0.4171875000000618)",switch,"('LV1.101 Bus 6', 'LV1.101 Bus 14')",lv,
43,LV1.101 Switch 30,"(0.7089000000004642, 1.6965625000001854)",switch,"('MV1.101 Bus 4', 'MV1.101-LV1.101-Trafo 1')",lv,
44,LV1.101 Load 1,"(-0.01557055816048866, 0.5873163840588843)",load,LV1.101 Bus 10,lv,
45,LV1.101 Load 2,"(-0.017307026135578087, 1.1140354059225392)",load,LV1.101 Bus 8,lv,
46,LV1.101 Load 3,"(0.4795500000000395, 0.5562499999987649)",load,LV1.101 Bus 14,lv,
47,LV1.101 Load 4,"(1.0355499999998419, 0.5562499999987649)",load,LV1.101 Bus 13,lv,
48,LV1.101 Load 5,"(0.9296294418394718, 0.865441384060243)",load,LV1.101 Bus 9,lv,
49,LV1.101 Load 6,"(0.4795500000000395, 0.27812500000135865)",load,LV1.101 Bus 6,lv,
50,LV1.101 Load 7,"(0.009127469555708053, 0.29290944874013897)",load,LV1.101 Bus 3,lv,
51,LV1.101 Load 8,"(1.42475, 1.1125000000014822)",load,LV1.101 Bus 1,lv,
52,LV1.101 Load 9,"(0.4795500000000395, 1.1125000000014822)",load,LV1.101 Bus 7,lv,
53,LV1.101 Load 10,"(0.4795500000000395, 0.8900000000019762)",load,LV1.101 Bus 12,lv,
54,LV1.101 Load 11,"(-0.01557055816048866, 0.865441384060243)",load,LV1.101 Bus 11,lv,
55,LV1.101 Load 12,"(0.9625749999999605, 1.1125000000014822)",load,LV1.101 Bus 2,lv,
56,LV1.101 Load 13,"(0.4795500000000395, 0.0)",load,LV1.101 Bus 5,lv,
57,LV1.101 SGen 1,"(0.4274929738644614, 1.1140354059225392)",gen,LV1.101 Bus 7,lv,
58,LV1.101 SGen 2,"(-0.017307026135578087, 0.8359104059211806)",gen,LV1.101 Bus 11,lv,
59,LV1.101 SGen 4,"(0.006382174014313009, 1.0963396014961535)",gen,LV1.101 Bus 8,lv,
60,LV1.101 SGen 3,"(0.9852294418393531, 0.5873163840588843)",gen,LV1.101 Bus 13,lv,
