,name,pos,type,connection,voltage,connection_length
0,LV3.101 Bus 1,"(3.892567567567581, 5.55905511810809)",bus,,lv,
1,LV3.101 Bus 50,"(5.338378378378058, 0.277952755906787)",bus,,lv,
2,LV3.101 Bus 61,"(6.450540540540648, 3.1130708661417943)",bus,,lv,
3,LV3.101 Bus 72,"(6.339324324324685, 4.5584251968507665)",bus,,lv,
4,LV3.101 Bus 83,"(6.339324324324685, 5.058740157481403)",bus,,lv,
5,LV3.101 Bus 94,"(1.000945945945639, 6.448503937007438)",bus,,lv,
6,LV3.101 Bus 115,"(7.7295270270271805, 5.725826771652952)",bus,,lv,
7,LV3.101 Bus 126,"(0.1668243243239439, 3.6133858267724306)",bus,,lv,
8,LV3.101 Bus 2,"(3.614527027026687, 5.781417322831939)",bus,,lv,
9,LV3.101 Bus 13,"(5.338378378378058, 1.5009448818879598)",bus,,lv,
10,LV3.101 Bus 24,"(1.3902027027024957, 6.448503937007438)",bus,,lv,
11,LV3.101 Bus 44,"(5.338378378378058, 1.000629921261273)",bus,,lv,
12,LV3.101 Bus 45,"(6.450540540540648, 2.1124409448805213)",bus,,lv,
13,LV3.101 Bus 46,"(6.839797297297505, 1.834488188977684)",bus,,lv,
14,LV3.101 Bus 47,"(1.000945945945639, 6.226141732283589)",bus,,lv,
15,LV3.101 Bus 48,"(6.283716216216703, 5.837007874014876)",bus,,lv,
16,LV3.101 Bus 49,"(6.67297297297356, 3.6133858267724306)",bus,,lv,
17,LV3.101 Bus 51,"(0.3892567567568569, 2.9462992125969323)",bus,,lv,
18,LV3.101 Bus 52,"(7.7295270270271805, 5.447874015746166)",bus,,lv,
19,LV3.101 Bus 53,"(3.892567567567581, 5.169921259843328)",bus,,lv,
20,LV3.101 Bus 54,"(5.060337837838152, 5.058740157481403)",bus,,lv,
21,LV3.101 Bus 55,"(7.562702702703237, 4.002519685037193)",bus,,lv,
22,LV3.101 Bus 56,"(2.2799324324321724, 5.781417322831939)",bus,,lv,
23,LV3.101 Bus 57,"(6.339324324324685, 6.281732283462576)",bus,,lv,
24,LV3.101 Bus 58,"(6.450540540540648, 2.3348031496043706)",bus,,lv,
25,LV3.101 Bus 59,"(5.338378378378058, 5.55905511810809)",bus,,lv,
26,LV3.101 Bus 60,"(0.0, 3.168661417320782)",bus,,lv,
27,LV3.101 Bus 62,"(6.895405405405486, 2.1124409448805213)",bus,,lv,
28,LV3.101 Bus 63,"(2.7804054054049914, 6.448503937007438)",bus,,lv,
29,LV3.101 Bus 64,"(0.7229054054047447, 3.8913385826752678)",bus,,lv,
30,LV3.101 Bus 65,"(5.338378378378058, 4.891968503936541)",bus,,lv,
31,LV3.101 Bus 68,"(8.23, 4.780787401574616)",bus,,lv,
32,LV3.101 Bus 69,"(6.339324324324685, 4.836377952753604)",bus,,lv,
33,LV3.101 Bus 70,"(5.338378378378058, 2.2792125984253833)",bus,,lv,
34,LV3.101 Bus 71,"(6.839797297297505, 2.390393700787308)",bus,,lv,
35,LV3.101 Bus 73,"(7.618310810811218, 3.7245669291343555)",bus,,lv,
36,LV3.101 Bus 74,"(8.23, 2.056850393701534)",bus,,lv,
37,LV3.101 Bus 75,"(0.6672972972967635, 5.781417322831939)",bus,,lv,
38,LV3.101 Bus 76,"(1.0565540540536202, 5.55905511810809)",bus,,lv,
39,LV3.101 Bus 77,"(3.670135135134668, 6.504094488186426)",bus,,lv,
40,LV3.101 Bus 78,"(5.338378378378058, 5.33669291338424)",bus,,lv,
41,LV3.101 Bus 79,"(6.339324324324685, 5.614645669291027)",bus,,lv,
42,LV3.101 Bus 80,"(8.17439189189202, 3.502204724410506)",bus,,lv,
43,LV3.101 Bus 81,"(5.39398648648604, 6.059370078738726)",bus,,lv,
44,LV3.101 Bus 82,"(0.3892567567568569, 3.391023622048581)",bus,,lv,
45,LV3.101 Bus 84,"(0.0, 3.391023622048581)",bus,,lv,
46,LV3.101 Bus 85,"(3.892567567567581, 5.781417322831939)",bus,,lv,
47,LV3.101 Bus 86,"(0.0, 2.723937007873083)",bus,,lv,
48,LV3.101 Bus 87,"(7.896351351351125, 5.003149606298466)",bus,,lv,
49,LV3.101 Bus 88,"(1.4458108108104772, 5.55905511810809)",bus,,lv,
50,LV3.101 Bus 89,"(5.338378378378058, 3.8913385826752678)",bus,,lv,
51,LV3.101 Bus 90,"(1.835067567567334, 6.448503937007438)",bus,,lv,
52,LV3.101 Bus 91,"(5.338378378378058, 5.781417322831939)",bus,,lv,
53,LV3.101 Bus 92,"(5.338378378378058, 4.669606299212692)",bus,,lv,
54,LV3.101 Bus 93,"(5.338378378378058, 2.8351181102350074)",bus,,lv,
55,LV3.101 Bus 95,"(2.2799324324321724, 5.503464566929103)",bus,,lv,
56,LV3.101 Bus 96,"(5.338378378378058, 0.5003149606306365)",bus,,lv,
57,LV3.101 Bus 97,"(1.4458108108104772, 5.781417322831939)",bus,,lv,
58,LV3.101 Bus 98,"(0.6672972972967635, 4.669606299212692)",bus,,lv,
59,LV3.101 Bus 99,"(3.892567567567581, 5.33669291338424)",bus,,lv,
60,LV3.101 Bus 100,"(0.7229054054047447, 3.6133858267724306)",bus,,lv,
61,LV3.101 Bus 101,"(3.5589189189187054, 6.00377952755974)",bus,,lv,
62,LV3.101 Bus 102,"(6.339324324324685, 6.059370078738726)",bus,,lv,
63,LV3.101 Bus 103,"(1.835067567567334, 6.226141732283589)",bus,,lv,
64,LV3.101 Bus 104,"(3.892567567567581, 4.947559055115529)",bus,,lv,
65,LV3.101 Bus 105,"(4.726689189189276, 4.891968503936541)",bus,,lv,
66,LV3.101 Bus 107,"(8.23, 3.224251968503719)",bus,,lv,
67,LV3.101 Bus 109,"(1.3902027027024957, 6.00377952755974)",bus,,lv,
