,name,pos,type,connection,voltage,connection_length
0,LV6.201 Bus 9,"(1.6681818181817285, 3.06)",bus,,lv,
1,LV6.201 Bus 1,"(1.89060606060642, 0.5563636363625583)",bus,,lv,
2,LV6.201 Bus 12,"(1.8350000000004938, 1.7247272727259069)",bus,,lv,
3,LV6.201 Bus 28,"(2.0574242424241973, 2.4479999999992095)",bus,,lv,
4,LV6.201 Bus 44,"(2.5022727272725924, 2.2810909090924185)",bus,,lv,
5,LV6.201 Bus 13,"(2.9471212121209875, 0.9458181818183256)",bus,,lv,
6,LV6.201 Bus 18,"(1.89060606060642, 1.5021818181808837)",bus,,lv,
7,LV6.201 Bus 46,"(1.89060606060642, 0.7232727272733023)",bus,,lv,
8,LV6.201 Bus 30,"(2.9471212121209875, 0.7789090909075816)",bus,,lv,
9,LV6.201 Bus 34,"(2.5022727272725924, 2.4479999999992095)",bus,,lv,
10,LV6.201 Bus 39,"(1.8350000000004938, 2.1141818181816747)",bus,,lv,
11,LV6.201 Bus 17,"(2.0574242424241973, 2.6149090909099533)",bus,,lv,
12,LV6.201 Bus 19,"(1.1121212121214814, 2.1141818181816747)",bus,,lv,
13,LV6.201 Bus 41,"(3.67, 1.7247272727259069)",bus,,lv,
14,LV6.201 Bus 35,"(3.67, 1.891636363636651)",bus,,lv,
15,LV6.201 Bus 7,"(1.8350000000004938, 1.891636363636651)",bus,,lv,
16,LV6.201 Bus 6,"(1.9462121212123455, 2.2810909090924185)",bus,,lv,
17,LV6.201 Bus 42,"(1.89060606060642, 0.38945454545576735)",bus,,lv,
18,LV6.201 Bus 21,"(2.891515151515062, 0.0)",bus,,lv,
19,LV6.201 Bus 33,"(2.9471212121209875, 1.168363636363349)",bus,,lv,
20,LV6.201 Bus 2,"(1.2233333333333332, 2.2810909090924185)",bus,,lv,
21,LV6.201 Bus 11,"(1.89060606060642, 1.335272727274093)",bus,,lv,
22,LV6.201 Bus 45,"(2.891515151515062, 0.38945454545576735)",bus,,lv,
23,LV6.201 Bus 3,"(3.336363636363457, 2.058545454547395)",bus,,lv,
24,LV6.201 Bus 38,"(2.9471212121209875, 1.335272727274093)",bus,,lv,
25,LV6.201 Bus 20,"(3.169545454545679, 2.4479999999992095)",bus,,lv,
26,LV6.201 Bus 36,"(2.168636363636049, 2.1141818181816747)",bus,,lv,
27,LV6.201 Bus 5,"(2.5022727272725924, 2.6149090909099533)",bus,,lv,
28,LV6.201 Bus 27,"(2.891515151515062, 1.5578181818191164)",bus,,lv,
29,LV6.201 Bus 40,"(1.89060606060642, 0.9458181818183256)",bus,,lv,
30,LV6.201 Bus 22,"(2.5022727272725924, 2.1141818181816747)",bus,,lv,
31,LV6.201 Bus 24,"(3.169545454545679, 1.891636363636651)",bus,,lv,
32,LV6.201 Bus 25,"(1.278939393939259, 2.4479999999992095)",bus,,lv,
33,LV6.201 Bus 26,"(2.9471212121209875, 0.16690909090679085)",bus,,lv,
34,LV6.201 Bus 29,"(1.278939393939259, 2.6149090909099533)",bus,,lv,
35,LV6.201 Bus 14,"(1.4457575757580248, 1.7247272727259069)",bus,,lv,
36,LV6.201 Bus 15,"(1.4457575757580248, 2.1141818181816747)",bus,,lv,
37,LV6.201 Bus 43,"(3.169545454545679, 2.2254545454541863)",bus,,lv,
38,LV6.201 Bus 37,"(3.169545454545679, 2.6149090909099533)",bus,,lv,
39,LV6.201 Bus 31,"(2.891515151515062, 0.5563636363625583)",bus,,lv,
40,LV6.201 Bus 8,"(2.557878787878518, 1.891636363636651)",bus,,lv,
41,LV6.201 Bus 32,"(3.336363636363457, 1.5578181818191164)",bus,,lv,
42,LV6.201 Bus 4,"(3.0583333333328397, 1.7247272727259069)",bus,,lv,
43,LV6.201 Bus 16,"(1.4457575757580248, 1.891636363636651)",bus,,lv,
44,LV6.201 Bus 23,"(1.89060606060642, 1.1127272727290696)",bus,,lv,
45,LV6.201 Bus 47,"(1.0565151515155555, 1.891636363636651)",bus,,lv,
46,LV6.201 Bus 48,"(0.6672727272730864, 2.6149090909099533)",bus,,lv,
47,LV6.201 Bus 49,"(0.6672727272730864, 2.4479999999992095)",bus,,lv,
48,LV6.201 Bus 50,"(0.6672727272730864, 2.2254545454541863)",bus,,lv,
49,LV6.201 Bus 51,"(0.7228787878790124, 2.002909090909163)",bus,,lv,
50,LV6.201 Bus 52,"(0.7228787878790124, 1.835999999998419)",bus,,lv,
51,LV6.201 Bus 53,"(0.6672727272730864, 1.6134545454533953)",bus,,lv,
52,LV6.201 Bus 54,"(0.6672727272730864, 1.4465454545466045)",bus,,lv,
53,LV6.201 Bus 55,"(0.3336363636365432, 2.6149090909099533)",bus,,lv,
54,LV6.201 Bus 56,"(0.0, 2.6149090909099533)",bus,,lv,
55,LV6.201 Bus 57,"(0.0, 2.4479999999992095)",bus,,lv,
56,LV6.201 Bus 58,"(0.0, 2.2254545454541863)",bus,,lv,
57,LV6.201 Bus 59,"(0.0, 2.002909090909163)",bus,,lv,
58,MV2.101 Bus 4,"(1.6681818181817285, 3.06)",first_bus,,lv,
59,MV2.101-LV6.201-Trafo 1,"(1.6681818181817285, 3.06)",trafo,MV2.101 Bus 4,lv,
60,LV6.201 Switch 92,"(1.6681818181817285, 3.06)",switch,"('MV2.101 Bus 4', 'MV2.101-LV6.201-Trafo 1')",lv,
61,LV6.201 Switch 22,"(1.4735606060604938, 2.8374545454549764)",switch,"('LV6.201 Bus 9', 'LV6.201 Bus 29')",lv,
62,LV6.201 Switch 23,"(1.6681818181817285, 3.06)",switch,"('LV6.201 Bus 9', 'MV2.101-LV6.201-Trafo 1')",lv,
63,LV6.201 Switch 95,"(1.1677272727274075, 2.8374545454549764)",switch,"('LV6.201 Bus 9', 'LV6.201 Bus 48')",lv,
64,LV6.201 Switch 109,"(1.0009090909091358, 2.8374545454549764)",switch,"('LV6.201 Bus 9', 'LV6.201 Bus 55')",lv,
65,LV6.201 Switch 121,"(0.8340909090908643, 2.8374545454549764)",switch,"('LV6.201 Bus 56', 'LV6.201 Bus 9')",lv,
66,LV6.201 Switch 20,"(1.8628030303029628, 2.8374545454549764)",switch,"('LV6.201 Bus 9', 'LV6.201 Bus 17')",lv,
