,name,pos,type,connection,voltage,connection_length
0,MV1.101 Bus 4,"(0.0, 1.369230769231892)",first_bus,,lv,
1,LV1.101 Bus 1,"(1.39, 1.369230769231892)",bus,,lv,
2,LV1.101 Bus 2,"(0.9451999999999605, 1.369230769231892)",bus,,lv,
3,LV1.101 Bus 3,"(0.0, 0.34230769230918906)",bus,,lv,
4,LV1.101 Bus 4,"(0.6671999999995654, 1.78)",bus,,lv,
5,LV1.101 Bus 5,"(0.4448000000000395, 0.0)",bus,,lv,
6,LV1.101 Bus 6,"(0.4448000000000395, 0.34230769230918906)",bus,,lv,
7,LV1.101 Bus 7,"(0.4448000000000395, 1.369230769231892)",bus,,lv,
8,LV1.101 Bus 8,"(0.0, 1.369230769231892)",bus,,lv,
9,LV1.101 Bus 9,"(0.9451999999999605, 1.0269230769227027)",bus,,lv,
10,LV1.101 Bus 10,"(0.0, 0.6846153846183781)",bus,,lv,
11,LV1.101 Bus 11,"(0.0, 1.0269230769227027)",bus,,lv,
12,LV1.101 Bus 12,"(0.4448000000000395, 1.0953846153864863)",bus,,lv,
13,LV1.101 Bus 13,"(1.0007999999998418, 0.6846153846183781)",bus,,lv,
14,LV1.101 Bus 14,"(0.4448000000000395, 0.6846153846183781)",bus,,lv,
15,LV1.101 Line 1,,line,"('LV1.101 Bus 10', 'LV1.101 Bus 3')",lv,0.0557667
16,LV1.101 Line 2,,line,"('LV1.101 Bus 14', 'LV1.101 Bus 12')",lv,0.0535763
17,LV1.101 Line 3,,line,"('LV1.101 Bus 7', 'LV1.101 Bus 4')",lv,0.0498145
18,LV1.101 Line 4,,line,"('LV1.101 Bus 9', 'LV1.101 Bus 2')",lv,0.0178861
19,LV1.101 Line 5,,line,"('LV1.101 Bus 8', 'LV1.101 Bus 11')",lv,0.0160892
20,LV1.101 Line 6,,line,"('LV1.101 Bus 11', 'LV1.101 Bus 10')",lv,0.0247661
21,LV1.101 Line 7,,line,"('LV1.101 Bus 4', 'LV1.101 Bus 8')",lv,0.00514112
22,LV1.101 Line 8,,line,"('LV1.101 Bus 12', 'LV1.101 Bus 7')",lv,0.00214695
23,LV1.101 Line 9,,line,"('LV1.101 Bus 6', 'LV1.101 Bus 14')",lv,0.137215
24,LV1.101 Line 10,,line,"('LV1.101 Bus 4', 'LV1.101 Bus 1')",lv,0.132499
25,LV1.101 Line 12,,line,"('LV1.101 Bus 2', 'LV1.101 Bus 4')",lv,0.0162072
26,LV1.101 Line 13,,line,"('LV1.101 Bus 13', 'LV1.101 Bus 9')",lv,0.0460153
27,LV1.101 Line 11,,line,"('LV1.101 Bus 5', 'LV1.101 Bus 6')",lv,0.00258257
28,MV1.101-LV1.101-Trafo 1,"(0.3335999999997827, 1.5746153846159459)",trafo,"('MV1.101 Bus 4', 'LV1.101 Bus 4')",lv,
29,LV1.101 Load 1,"(-0.01557055816048866, 0.7156817686784975)",load,LV1.101 Bus 10,lv,
30,LV1.101 Load 2,"(-0.017307026135578087, 1.370766175152949)",load,LV1.101 Bus 8,lv,
31,LV1.101 Load 3,"(0.4795500000000395, 0.6846153846183781)",load,LV1.101 Bus 14,lv,
32,LV1.101 Load 4,"(1.0355499999998419, 0.6846153846183781)",load,LV1.101 Bus 13,lv,
33,LV1.101 Load 5,"(0.9244035126001999, 0.9990830228309521)",load,LV1.101 Bus 9,lv,
34,LV1.101 Load 6,"(0.4795500000000395, 0.34230769230918906)",load,LV1.101 Bus 6,lv,
35,LV1.101 Load 7,"(0.009127469555708053, 0.3570921410479694)",load,LV1.101 Bus 3,lv,
36,LV1.101 Load 8,"(1.42475, 1.369230769231892)",load,LV1.101 Bus 1,lv,
37,LV1.101 Load 9,"(0.4795500000000395, 1.369230769231892)",load,LV1.101 Bus 7,lv,
38,LV1.101 Load 10,"(0.4795500000000395, 1.0953846153864863)",load,LV1.101 Bus 12,lv,
39,LV1.101 Load 11,"(-0.017307026135578087, 1.0284584828437597)",load,LV1.101 Bus 11,lv,
40,LV1.101 Load 12,"(0.9625749999999605, 1.369230769231892)",load,LV1.101 Bus 2,lv,
41,LV1.101 Load 13,"(0.4795500000000395, 0.0)",load,LV1.101 Bus 5,lv,
42,LV1.101 Load 14,"(0.006382174014313009, 1.3530703707265632)",load,LV1.101 Bus 8,lv,
43,LV1.101 SGen 1,"(0.4274929738644614, 1.370766175152949)",gen,LV1.101 Bus 7,lv,
44,LV1.101 SGen 2,"(0.006382174014313009, 1.010762678417374)",gen,LV1.101 Bus 11,lv,
45,LV1.101 SGen 4,"(0.011587658556860381, 1.382177459703577)",gen,LV1.101 Bus 8,lv,
46,LV1.101 SGen 3,"(0.9852294418393531, 0.7156817686784975)",gen,LV1.101 Bus 13,lv,
47,LV1.101 SGen 5,"(0.006382174014313009, 0.3261472938038604)",gen,LV1.101 Bus 3,lv,
48,LV1.101 SGen 6,"(1.3726929738644218, 1.370766175152949)",gen,LV1.101 Bus 1,lv,
49,LV1.101 SGen 7,"(0.9278929738643824, 1.370766175152949)",gen,LV1.101 Bus 2,lv,
50,LV1.101 SGen 8,"(0.4240035126002789, -0.027840054091750603)",gen,LV1.101 Bus 5,lv,
51,LV1.101 Storage 1,"(0.4274929738644614, 1.0969200213075434)",storage,LV1.101 Bus 12,lv,
52,LV1.101 Storage 2,"(0.9625749999999605, 1.0269230769227027)",storage,LV1.101 Bus 9,lv,
53,LV1.101 Storage 3,"(0.42922944183955086, 0.7156817686784975)",storage,LV1.101 Bus 14,lv,
54,LV1.101 Storage 4,"(0.4240035126002789, 0.31446763821743845)",storage,LV1.101 Bus 6,lv,
