,name,pos,type,connection,voltage,connection_length
0,LV2.101 Bus 23,"(2.667692307691852, 4.836176470588002)",bus,,lv,
1,LV2.101 Bus 53,"(2.83442307692321, 0.16676470588002953)",bus,,lv,
2,LV2.101 Bus 41,"(1.0003846153841978, 5.392058823528018)",bus,,lv,
3,LV2.101 Bus 13,"(2.6121153846150618, 5.33647058823599)",bus,,lv,
4,LV2.101 Bus 99,"(1.0003846153841978, 6.781764705883979)",bus,,lv,
5,LV2.101 Bus 14,"(2.6121153846150618, 5.836764705883979)",bus,,lv,
6,LV2.101 Bus 81,"(2.6121153846150618, 7.39323529411997)",bus,,lv,
7,LV2.101 Bus 15,"(1.0003846153841978, 6.503823529411996)",bus,,lv,
8,LV2.101 Bus 103,"(0.0, 5.225294117647988)",bus,,lv,
9,LV2.101 Bus 69,"(0.0, 6.2258823529400145)",bus,,lv,
10,LV2.101 Bus 27,"(2.6121153846150618, 3.8355882352920263)",bus,,lv,
11,LV2.101 Bus 93,"(2.667692307691852, 5.558823529411996)",bus,,lv,
12,LV2.101 Bus 16,"(0.27788461538493814, 8.727352941176006)",bus,,lv,
13,LV2.101 Bus 94,"(2.667692307691852, 2.890588235292026)",bus,,lv,
14,LV2.101 Bus 79,"(1.7784615384612348, 5.1697058823520115)",bus,,lv,
15,LV2.101 Bus 38,"(0.4446153846153087, 6.2258823529400145)",bus,,lv,
16,LV2.101 Bus 97,"(1.0003846153841978, 7.059705882352011)",bus,,lv,
17,LV2.101 Bus 58,"(2.6121153846150618, 6.059117647059985)",bus,,lv,
18,LV2.101 Bus 72,"(0.27788461538493814, 7.337647058823994)",bus,,lv,
19,LV2.101 Bus 82,"(1.7784615384612348, 7.115294117647988)",bus,,lv,
20,LV2.101 Bus 21,"(2.6121153846150618, 2.612647058823994)",bus,,lv,
21,LV2.101 Bus 101,"(1.0003846153841978, 5.947941176471982)",bus,,lv,
22,LV2.101 Bus 22,"(0.22230769230716071, 6.781764705883979)",bus,,lv,
23,LV2.101 Bus 37,"(1.0003846153841978, 5.669999999999999)",bus,,lv,
24,LV2.101 Bus 61,"(2.83442307692321, 0.833823529411997)",bus,,lv,
25,LV2.101 Bus 90,"(0.0, 5.725588235295976)",bus,,lv,
26,LV2.101 Bus 33,"(1.8340384615380247, 4.669411764704023)",bus,,lv,
27,LV2.101 Bus 88,"(2.6121153846150618, 5.058529411764009)",bus,,lv,
28,LV2.101 Bus 102,"(2.6121153846150618, 4.335882352940015)",bus,,lv,
29,LV2.101 Bus 2,"(2.6121153846150618, 2.390294117647988)",bus,,lv,
30,LV2.101 Bus 57,"(2.6121153846150618, 2.167941176468032)",bus,,lv,
31,LV2.101 Bus 87,"(1.0003846153841978, 5.1697058823520115)",bus,,lv,
32,LV2.101 Bus 36,"(0.4446153846153087, 6.503823529411996)",bus,,lv,
33,LV2.101 Bus 56,"(2.667692307691852, 3.6132352941160204)",bus,,lv,
34,LV2.101 Bus 55,"(1.0003846153841978, 8.727352941176006)",bus,,lv,
35,LV2.101 Bus 59,"(2.6121153846150618, 7.115294117647988)",bus,,lv,
36,LV2.101 Bus 70,"(2.6121153846150618, 6.837352941176005)",bus,,lv,
37,LV2.101 Bus 51,"(1.8340384615380247, 7.39323529411997)",bus,,lv,
38,LV2.101 Bus 62,"(1.7784615384612348, 5.947941176471982)",bus,,lv,
39,LV2.101 Bus 30,"(2.389807692307901, 0.611470588235991)",bus,,lv,
40,LV2.101 Bus 3,"(1.7784615384612348, 7.671176470588003)",bus,,lv,
41,LV2.101 Bus 4,"(2.667692307691852, 6.614999999999999)",bus,,lv,
42,LV2.101 Bus 52,"(2.83442307692321, 1.5008823529400146)",bus,,lv,
43,LV2.101 Bus 32,"(2.6121153846150618, 3.3908823529400145)",bus,,lv,
44,LV2.101 Bus 5,"(1.0003846153841978, 7.893529411764008)",bus,,lv,
45,LV2.101 Bus 35,"(1.7784615384612348, 6.837352941176005)",bus,,lv,
46,LV2.101 Bus 24,"(1.0003846153841978, 7.615588235295975)",bus,,lv,
47,LV2.101 Bus 11,"(2.4453846153846914, 0.7782352941160207)",bus,,lv,
48,LV2.101 Bus 80,"(0.27788461538493814, 7.615588235295975)",bus,,lv,
49,LV2.101 Bus 50,"(1.055961538460988, 8.17147058823599)",bus,,lv,
50,LV2.101 Bus 8,"(0.05557692307679018, 4.280294117647988)",bus,,lv,
51,LV2.101 Bus 45,"(1.0003846153841978, 7.337647058823994)",bus,,lv,
52,LV2.101 Bus 85,"(2.6121153846150618, 8.504999999999999)",bus,,lv,
53,LV2.101 Bus 1,"(0.3334615384617283, 8.17147058823599)",bus,,lv,
54,LV2.101 Bus 46,"(2.4453846153846914, 0.3891176470560354)",bus,,lv,
55,LV2.101 Bus 10,"(2.4453846153846914, 1.5008823529400146)",bus,,lv,
56,LV2.101 Bus 92,"(1.7784615384612348, 8.504999999999999)",bus,,lv,
57,LV2.101 Bus 65,"(1.7784615384612348, 8.17147058823599)",bus,,lv,
58,LV2.101 Bus 9,"(0.0, 4.002352941176006)",bus,,lv,
59,LV2.101 Bus 28,"(2.389807692307901, 1.2785294117640087)",bus,,lv,
60,LV2.101 Bus 7,"(2.6121153846150618, 6.337058823528017)",bus,,lv,
61,LV2.101 Bus 6,"(2.6121153846150618, 8.227058823531967)",bus,,lv,
62,LV2.101 Bus 19,"(1.4449999999995065, 9.060882352943963)",bus,,lv,
63,LV2.101 Bus 95,"(2.83442307692321, 0.611470588235991)",bus,,lv,
64,LV2.101 Bus 34,"(0.0, 4.780588235295976)",bus,,lv,
65,LV2.101 Bus 42,"(2.83442307692321, 0.0)",bus,,lv,
66,LV2.101 Bus 71,"(2.6121153846150618, 7.9491176470599845)",bus,,lv,
67,LV2.101 Bus 20,"(2.83442307692321, 1.2785294117640087)",bus,,lv,
68,LV2.101 Bus 12,"(0.3334615384617283, 7.059705882352011)",bus,,lv,
69,LV2.101 Bus 18,"(0.4446153846153087, 5.947941176471982)",bus,,lv,
70,LV2.101 Bus 29,"(2.6121153846150618, 3.112941176471982)",bus,,lv,
71,LV2.101 Bus 49,"(2.6121153846150618, 4.113529411764008)",bus,,lv,
72,LV2.101 Bus 25,"(0.0, 5.947941176471982)",bus,,lv,
73,LV2.101 Bus 68,"(2.6121153846150618, 8.782941176471981)",bus,,lv,
74,LV2.101 Bus 89,"(0.0, 6.503823529411996)",bus,,lv,
75,LV2.101 Bus 26,"(2.6121153846150618, 1.7232352941160207)",bus,,lv,
76,LV2.101 Bus 73,"(0.0, 4.502647058823993)",bus,,lv,
77,LV2.101 Bus 43,"(1.7784615384612348, 7.893529411764008)",bus,,lv,
78,LV2.101 Bus 91,"(0.27788461538493814, 7.893529411764008)",bus,,lv,
79,LV2.101 Bus 40,"(2.89, 1.0005882352920263)",bus,,lv,
80,LV2.101 Bus 78,"(2.6121153846150618, 1.89)",bus,,lv,
81,LV2.101 Bus 63,"(1.7784615384612348, 6.559411764707972)",bus,,lv,
82,LV2.101 Bus 39,"(2.667692307691852, 4.55823529411602)",bus,,lv,
83,LV2.101 Bus 75,"(2.83442307692321, 0.3891176470560354)",bus,,lv,
84,LV2.101 Bus 31,"(0.0, 5.50323529411602)",bus,,lv,
85,LV2.101 Bus 67,"(2.4453846153846914, 1.0005882352920263)",bus,,lv,
